id,desc,accession,query_cov,seq_ident
gb|KAF2634683.1|,cyclohexanone monooxygenase [Massarina eburnea CBS 473.64],KAF2634683,0.976,0.487
gb|TID23681.1|,hypothetical protein E6O75_ATG03317 [Venturia nashicola],TID23681,0.98,0.491
tpg|HBX94816.1|,NAD(P)/FAD-dependent oxidoreductase [Hyphomonas sp.],HBX94816,0.843,0.478
ref|WP_167253770.1|,FAD-dependent oxidoreductase [Dyella sp. SG562],WP_167253770,0.998,0.487
ref|XP_017996521.1|,Baeyer-Villiger monooxygenase [Phialophora attinorum],XP_017996521,0.98,0.485
ref|WP_102644819.1|,NAD(P)/FAD-dependent oxidoreductase [Burkholderia dabaoshanensis],WP_102644819,0.982,0.478
gb|OBT82916.1|,hypothetical protein VE02_08964 [Pseudogymnoascus sp. 03VT05],OBT82916,1.044,0.494
ref|XP_016619640.1|,hypothetical protein Z519_06820 [Cladophialophora bantiana CBS 173.52],XP_016619640,0.987,0.491
gb|KAF1847089.1|,FAD/NAD(P)-binding domain-containing protein [Cucurbitaria berberidis CBS 394.84],KAF1847089,0.972,0.469
ref|WP_116140107.1|,NAD(P)/FAD-dependent oxidoreductase [Paraburkholderia sp. NEAU-SY24],WP_116140107,0.982,0.476
emb|SMQ50122.1|,unnamed protein product [Zymoseptoria tritici ST99CH_3D7],SMQ50122,0.993,0.491
gb|KAF2794940.1|,cyclohexanone monooxygenase [Melanomma pulvis-pyrius CBS 109.77],KAF2794940,0.967,0.474
ref|XP_022399072.1|,hypothetical protein ASPGLDRAFT_27223 [Aspergillus glaucus CBS 516.65],XP_022399072,0.976,0.493
gb|TKA40291.1|,hypothetical protein B0A54_10897 [Friedmanniomyces endolithicus],TKA40291,0.98,0.502
gb|AID21777.1|,putative monooxygenase [Streptomyces sp. SpC080624SC-11],AID21777,0.993,0.482
gb|NII72448.1|,cation diffusion facilitator CzcD-associated flavoprotein CzcO [Dyella sp. SG562],NII72448,0.998,0.485
gb|RMJ18463.1|,hypothetical protein CDV36_001883 [Fusarium kuroshium],RMJ18463,0.972,0.467
ref|XP_016213122.1|,hypothetical protein PV09_05474 [Verruconis gallopava],XP_016213122,0.978,0.485
gb|PCD26188.1|,hypothetical protein AU210_012620 [Fusarium oxysporum f. sp. radicis-cucumerinum],PCD26188,0.95,0.474
gb|OQU99963.1|,hypothetical protein CLAIMM_05529 [Cladophialophora immunda],OQU99963,0.969,0.472
gb|KFY89896.1|,hypothetical protein V498_06285 [Pseudogymnoascus sp. VKM F-4517 (FW-2822)],KFY89896,1.044,0.496
ref|XP_016264415.1|,hypothetical protein PV06_05227 [Exophiala oligosperma],XP_016264415,1.007,0.487
ref|XP_013320755.1|,hypothetical protein PV05_00409 [Exophiala xenobiotica],XP_013320755,0.983,0.485
gb|RFU34890.1|,"Flavin-containing monooxygenase, partial [Scytalidium lignicola]",RFU34890,0.969,0.493
ref|XP_016765658.1|,FAD/NAD(P)-binding domain-containing protein [Sphaerulina musiva SO2202],XP_016765658,0.985,0.491
ref|WP_137932338.1|,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. 3P27G6],WP_137932338,0.969,0.476
gb|RSL61203.1|,hypothetical protein CEP53_005186 [Fusarium sp. AF-6],RSL61203,0.972,0.469
ref|XP_003853073.1|,uncharacterized protein MYCGRDRAFT_71361 [Zymoseptoria tritici IPO323],XP_003853073,0.994,0.493
gb|RKK11516.1|,"Cyclohexanone 1,2-monooxygenase [Fusarium oxysporum f. sp. cepae]",RKK11516,0.95,0.472
gb|RKL27543.1|,"Cyclohexanone 1,2-monooxygenase [Fusarium oxysporum]",RKL27543,0.95,0.472
gb|RKK89378.1|,"Cyclohexanone 1,2-monooxygenase [Fusarium oxysporum]",RKK89378,0.95,0.472
ref|WP_125036905.1|,NAD(P)/FAD-dependent oxidoreductase [Nocardioides sp. LS1],WP_125036905,0.963,0.461
ref|XP_013283274.1|,hypothetical protein Z517_06078 [Fonsecaea pedrosoi CBS 271.37],XP_013283274,1.002,0.487
gb|EXK30479.1|,hypothetical protein FOMG_13285 [Fusarium oxysporum f. sp. melonis 26406],EXK30479,0.95,0.472
ref|XP_008718286.1|,hypothetical protein HMPREF1541_05727 [Cyphellophora europaea CBS 101466],XP_008718286,0.982,0.474
gb|RMJ26580.1|,Flavin-binding monooxygenase-like protein [Aspergillus sp. HF37],RMJ26580,1.035,0.482
ref|WP_051549441.1|,NAD(P)/FAD-dependent oxidoreductase [Nocardioides sp. URHA0032],WP_051549441,0.967,0.461
gb|RVX72008.1|,hypothetical protein B0A52_04606 [Exophiala mesophila],RVX72008,0.976,0.47
gb|OCK77439.1|,cyclohexanone monooxygenase [Lepidopterella palustris CBS 459.81],OCK77439,0.97,0.476
gb|RSM16700.1|,hypothetical protein CDV31_004472 [Fusarium ambrosium],RSM16700,0.972,0.463
gb|TVY70779.1|,"Cyclohexanone 1,2-monooxygenase [Fusarium oxysporum f. sp. cubense]",TVY70779,0.976,0.472
ref|WP_090685630.1|,NAD(P)/FAD-dependent oxidoreductase [Paraburkholderia phenazinium],WP_090685630,0.969,0.461
gb|EWZ29876.1|,hypothetical protein FOZG_16733 [Fusarium oxysporum Fo47],EWZ29876,0.95,0.47
ref|XP_018257817.1|,hypothetical protein FOXG_16975 [Fusarium oxysporum f. sp. lycopersici 4287],XP_018257817,0.95,0.47
ref|XP_007919750.1|,uncharacterized protein MYCFIDRAFT_26387 [Pseudocercospora fijiensis CIRAD86],XP_007919750,0.985,0.489
ref|WP_121215109.1|,NAD(P)/FAD-dependent oxidoreductase [Lysinibacillus endophyticus],WP_121215109,0.958,0.483
gb|RTE84113.1|,hypothetical protein BHE90_001276 [Fusarium euwallaceae],RTE84113,0.972,0.465
ref|XP_016631872.1|,hypothetical protein Z520_06527 [Fonsecaea multimorphosa CBS 102226],XP_016631872,0.982,0.463
gb|PSN67742.1|,cyclohexanone monooxygenase [Corynespora cassiicola Philippines],PSN67742,0.972,0.474
ref|XP_007749784.1|,hypothetical protein A1O5_11021 [Cladophialophora psammophila CBS 110553],XP_007749784,0.987,0.48
gb|PLN84627.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus taichungensis],PLN84627,0.989,0.465
gb|AET80001.1|,cycloalkanone monooxygenase [Ilyonectria destructans],AET80001,0.972,0.458
ref|XP_008726033.1|,hypothetical protein G647_03466 [Cladophialophora carrionii CBS 160.54],XP_008726033,0.976,0.489
ref|XP_024691056.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus campestris IBT 28561],XP_024691056,0.98,0.461
gb|OQO03984.1|,hypothetical protein B0A48_10627 [Rachicladosporium antarcticum],OQO03984,0.982,0.485
gb|RKK66611.1|,"Cyclohexanone 1,2-monooxygenase [Fusarium oxysporum]",RKK66611,0.95,0.467
gb|KIW68017.1|,hypothetical protein PV04_03992 [Phialophora americana],KIW68017,0.976,0.485
gb|OJJ36329.1|,hypothetical protein ASPWEDRAFT_109054 [Aspergillus wentii DTO 134E9],OJJ36329,0.976,0.472
ref|XP_013948355.1|,hypothetical protein TRIATDRAFT_297097 [Trichoderma atroviride IMI 206040],XP_013948355,0.983,0.478
gb|EXL39890.1|,hypothetical protein FOCG_17489 [Fusarium oxysporum f. sp. radicis-lycopersici 26381],EXL39890,0.95,0.469
gb|TKA35482.1|,hypothetical protein B0A54_12142 [Friedmanniomyces endolithicus],TKA35482,0.993,0.485
gb|OAL46525.1|,FAD-dependent pyridine nucleotide-disulfide oxidoreductase [Pyrenochaeta sp. DS3sAY3a],OAL46525,0.972,0.463
gb|RFU78295.1|,cyclohexanone monooxygenase [Trichoderma arundinaceum],RFU78295,0.978,0.482
gb|KAF2653647.1|,FAD/NAD(P)-binding domain-containing protein [Lophiostoma macrostomum CBS 122681],KAF2653647,0.967,0.504
ref|XP_016633351.1|,hypothetical protein Z520_04804 [Fonsecaea multimorphosa CBS 102226],XP_016633351,1.002,0.489
ref|WP_113891441.1|,NAD(P)/FAD-dependent oxidoreductase [Roseiarcus fermentans],WP_113891441,0.946,0.459
gb|EQB51692.1|,hypothetical protein CGLO_08726 [Colletotrichum gloeosporioides Cg-14],EQB51692,1.015,0.463
ref|XP_007673329.1|,uncharacterized protein BAUCODRAFT_119354 [Baudoinia panamericana UAMH 10762],XP_007673329,0.978,0.487
ref|XP_023632125.1|,"related to Cyclohexanone 1,2-monooxygenase [Ramularia collo-cygni]",XP_023632125,0.983,0.493
ref|WP_093792575.1|,NAD(P)/FAD-dependent oxidoreductase [Streptomyces sp. cf124],WP_093792575,0.941,0.465
gb|KAF2687383.1|,cyclohexanone monooxygenase [Lentithecium fluviatile CBS 122367],KAF2687383,0.928,0.478
gb|TLD36360.1|,hypothetical protein E2P81_ATG03249 [Venturia nashicola],TLD36360,0.98,0.483
ref|XP_017998554.1|,Baeyer-Villiger monooxygenase [Phialophora attinorum],XP_017998554,0.987,0.493
gb|OQO25271.1|,"hypothetical protein B0A51_08834, partial [Rachicladosporium sp. CCFEE 5018]",OQO25271,0.976,0.496
ref|WP_133987901.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus opacus],WP_133987901,0.952,0.474
gb|OCT45556.1|,"Cyclohexanone 1,2-monooxygenase [Cladophialophora carrionii]",OCT45556,0.982,0.48
ref|XP_013281817.1|,hypothetical protein Z517_07842 [Fonsecaea pedrosoi CBS 271.37],XP_013281817,0.982,0.467
gb|KFY69280.1|,hypothetical protein V496_00368 [Pseudogymnoascus sp. VKM F-4515 (FW-2607)],KFY69280,1.044,0.494
gb|KAF3024623.1|,hypothetical protein E8E15_009111 [Penicillium rubens],KAF3024623,1.066,0.47
ref|XP_016239629.1|,hypothetical protein PV08_03708 [Exophiala spinifera],XP_016239629,0.996,0.476
gb|OJJ01939.1|,hypothetical protein ASPVEDRAFT_52754 [Aspergillus versicolor CBS 583.65],OJJ01939,0.989,0.463
gb|OAL25924.1|,hypothetical protein AYO22_04551 [Fonsecaea multimorphosa],OAL25924,1.007,0.489
ref|XP_022494281.1|,hypothetical protein AYO20_11488 [Fonsecaea nubica],XP_022494281,0.982,0.467
tpg|HAN72086.1|,NAD(P)/FAD-dependent oxidoreductase [Actinobacteria bacterium],HAN72086,0.954,0.463
gb|RVX73668.1|,hypothetical protein B0A52_02558 [Exophiala mesophila],RVX73668,0.978,0.496
gb|KAF2172399.1|,hypothetical protein M409DRAFT_17633 [Zasmidium cellare ATCC 36951],KAF2172399,0.989,0.474
gb|KOS40474.1|,hypothetical protein ACN38_g8658 [Penicillium nordicum],KOS40474,1.083,0.474
ref|XP_002560095.1|,Pc14g01010 [Penicillium rubens Wisconsin 54-1255],XP_002560095,1.055,0.469
gb|RSM06221.1|,hypothetical protein CEP52_005856 [Fusarium sp. AF-4],RSM06221,0.935,0.452
ref|XP_031877229.1|,"Cyclohexanone 1,2-monooxygenase [Colletotrichum fructicola]",XP_031877229,1,0.459
ref|XP_016257020.1|,hypothetical protein PV06_10926 [Exophiala oligosperma],XP_016257020,0.974,0.474
ref|XP_031884597.1|,"Cyclohexanone 1,2-monooxygenase [Colletotrichum fructicola]",XP_031884597,0.974,0.478
ref|XP_016223439.1|,hypothetical protein PV10_06356 [Exophiala mesophila],XP_016223439,0.978,0.494
ref|WP_153488821.1|,NAD(P)-binding domain-containing protein [Rhizobiales bacterium Sp-1],WP_153488821,0.941,0.458
ref|XP_007733384.1|,hypothetical protein A1O3_05066 [Capronia epimyces CBS 606.96],XP_007733384,1.004,0.483
gb|TKA45764.1|,hypothetical protein B0A54_03449 [Friedmanniomyces endolithicus],TKA45764,0.993,0.478
gb|OQO30170.1|,hypothetical protein B0A51_03514 [Rachicladosporium sp. CCFEE 5018],OQO30170,0.98,0.47
gb|KXG49757.1|,hypothetical protein PGRI_057250 [Penicillium griseofulvum],KXG49757,1.07,0.465
gb|OQO13281.1|,hypothetical protein B0A48_01509 [Rachicladosporium antarcticum],OQO13281,0.98,0.47
gb|KXT08616.1|,hypothetical protein AC579_4462 [Pseudocercospora musae],KXT08616,0.994,0.474
gb|OJJ52384.1|,hypothetical protein ASPSYDRAFT_164733 [Aspergillus sydowii CBS 593.65],OJJ52384,0.985,0.456
ref|WP_051276103.1|,NAD(P)/FAD-dependent oxidoreductase [Marmoricola sp. URHB0036],WP_051276103,0.963,0.465
ref|XP_014175988.1|,cyclohexanone monooxygenase [Grosmannia clavigera kw1407],XP_014175988,0.969,0.478
ref|XP_016624632.1|,hypothetical protein Z519_01547 [Cladophialophora bantiana CBS 173.52],XP_016624632,1,0.452
ref|WP_125189998.1|,NAD(P)/FAD-dependent oxidoreductase [Streptomyces sp. RP5T],WP_125189998,0.941,0.456
gb|KAF2772372.1|,FAD/NAD(P)-binding domain-containing protein [Teratosphaeria nubilosa],KAF2772372,0.98,0.472
gb|MXX31103.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MXX31103,0.98,0.439
gb|KAF0320426.1|,cyclohexanone monooxygenase [Colletotrichum asianum],KAF0320426,0.974,0.474
ref|XP_016241693.1|,hypothetical protein PV08_02057 [Exophiala spinifera],XP_016241693,0.993,0.472
ref|WP_113891403.1|,NAD(P)/FAD-dependent oxidoreductase [Roseiarcus fermentans],WP_113891403,0.967,0.458
ref|WP_086758675.1|,NAD(P)/FAD-dependent oxidoreductase [Streptomyces scabiei],WP_086758675,0.941,0.452
ref|XP_016638022.1|,hypothetical protein Z520_00592 [Fonsecaea multimorphosa CBS 102226],XP_016638022,0.963,0.443
gb|KAF3011716.1|,hypothetical protein E8E14_009775 [Neopestalotiopsis sp. 37M],KAF3011716,0.983,0.456
gb|PGH06311.1|,hypothetical protein AJ79_06554 [Helicocarpus griseus UAMH5409],PGH06311,1.035,0.482
gb|KKP06740.1|,hypothetical protein THAR02_01125 [Trichoderma harzianum],KKP06740,0.972,0.465
gb|KAE8342027.1|,hypothetical protein BDV24DRAFT_150815 [Aspergillus arachidicola],KAE8342027,0.976,0.445
gb|PVH90843.1|,FAD-dependent pyridine nucleotide-disulfide oxidoreductase [Periconia macrospinosa],PVH90843,0.974,0.469
ref|WP_092551606.1|,NAD(P)/FAD-dependent oxidoreductase [Herbiconiux ginsengi],WP_092551606,0.941,0.454
gb|KAB8225910.1|,hypothetical protein BDV33DRAFT_163463 [Aspergillus novoparasiticus],KAB8225910,0.976,0.443
gb|THZ50755.1|,"cyclopentanone 1,2-monooxygenase, partial [Aureobasidium pullulans]",THZ50755,0.887,0.45
ref|XP_003043666.1|,hypothetical protein NECHADRAFT_54743 [[Nectria] haematococca mpVI 77-13-4],XP_003043666,0.948,0.445
ref|WP_161351536.1|,FAD-dependent oxidoreductase [Maritimibacter sp. DP07],WP_161351536,0.965,0.454
ref|XP_007740720.1|,hypothetical protein A1O5_01914 [Cladophialophora psammophila CBS 110553],XP_007740720,1,0.45
ref|XP_016636383.1|,hypothetical protein Z520_02399 [Fonsecaea multimorphosa CBS 102226],XP_016636383,0.946,0.446
gb|KIW71915.1|,hypothetical protein PV04_00142 [Phialophora americana],KIW71915,0.934,0.448
ref|XP_016253834.1|,hypothetical protein PV07_00454 [Cladophialophora immunda],XP_016253834,0.963,0.448
ref|XP_013958106.1|,hypothetical protein TRIVIDRAFT_67551 [Trichoderma virens Gv29-8],XP_013958106,0.978,0.465
gb|KAE8323200.1|,hypothetical protein BDV39DRAFT_217993 [Aspergillus sergii],KAE8323200,0.987,0.443
gb|MXW24706.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MXW24706,0.987,0.452
gb|PIG80156.1|,dimethylaniline monooxygenase [Aspergillus arachidicola],PIG80156,0.976,0.443
ref|XP_016239949.1|,hypothetical protein PV08_00307 [Exophiala spinifera],XP_016239949,0.978,0.459
gb|MYA53795.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MYA53795,0.987,0.452
ref|WP_085021813.1|,NAD(P)/FAD-dependent oxidoreductase [Cnuibacter physcomitrellae],WP_085021813,0.941,0.456
ref|XP_007837903.1|,hypothetical protein PFICI_11131 [Pestalotiopsis fici W106-1],XP_007837903,1.006,0.459
gb|KAB8278306.1|,hypothetical protein BDV30DRAFT_140187 [Aspergillus minisclerotigenes],KAB8278306,0.976,0.439
gb|OAI43152.1|,cyclohexanone monooxygenase [bacterium SCGC AG-212-C10],OAI43152,0.985,0.452
ref|XP_031893906.1|,uncharacterized protein BDW43DRAFT_295052 [Aspergillus alliaceus],XP_031893906,1.009,0.472
ref|XP_013266355.1|,cyclohexanone monooxygenase [Exophiala aquamarina CBS 119918],XP_013266355,0.978,0.459
ref|XP_017995158.1|,"Cyclohexanone 1,2-monooxygenase [Phialophora attinorum]",XP_017995158,0.97,0.465
ref|WP_087562277.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus sp. NCIMB 12038],WP_087562277,0.952,0.454
ref|XP_015411626.1|,putative dimethylaniline monooxygenase [Aspergillus nomius NRRL 13137],XP_015411626,0.976,0.441
ref|WP_083156499.1|,NAD(P)/FAD-dependent oxidoreductase [Mycolicibacterium moriokaense],WP_083156499,0.982,0.452
gb|MXY87485.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MXY87485,0.987,0.456
dbj|BBX04960.1|,cyclohexanone monooxygenase [Mycolicibacterium moriokaense],BBX04960,0.982,0.452
ref|XP_013266457.1|,cyclohexanone monooxygenase [Exophiala aquamarina CBS 119918],XP_013266457,0.982,0.491
ref|XP_001794743.1|,hypothetical protein SNOG_04325 [Parastagonospora nodorum SN15],XP_001794743,0.978,0.465
gb|KJK61099.1|,TrkA [Aspergillus parasiticus SU-1],KJK61099,0.976,0.437
ref|XP_022513319.1|,hypothetical protein AYO21_04309 [Fonsecaea monophora],XP_022513319,0.978,0.467
gb|MYD54619.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYD54619,0.98,0.428
gb|PZN72165.1|,cyclohexanone monooxygenase [Firmicutes bacterium],PZN72165,0.98,0.454
ref|XP_022576903.1|,hypothetical protein ASPZODRAFT_2119969 [Penicilliopsis zonata CBS 506.65],XP_022576903,0.919,0.443
gb|MXX47135.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MXX47135,0.98,0.428
gb|KAE8385106.1|,hypothetical protein BDV23DRAFT_25562 [Aspergillus alliaceus],KAE8385106,1.009,0.47
gb|KAE8161976.1|,hypothetical protein BDV40DRAFT_288938 [Aspergillus tamarii],KAE8161976,0.974,0.443
gb|MQG42545.1|,NAD(P)/FAD-dependent oxidoreductase [SAR202 cluster bacterium],MQG42545,1.002,0.443
gb|KKZ68343.1|,hypothetical protein EMCG_06019 [Emmonsia crescens UAMH 3008],KKZ68343,1.059,0.493
gb|PKB62291.1|,cyclohexanone monooxygenase [SAR202 cluster bacterium Ae2-Chloro-G3],PKB62291,0.982,0.445
ref|XP_024752228.1|,FAD/NAD(P)-binding domain-containing protein [Trichoderma citrinoviride],XP_024752228,0.972,0.465
gb|KAB8206325.1|,hypothetical protein BDV34DRAFT_194196 [Aspergillus parasiticus],KAB8206325,0.976,0.435
gb|PCJ72272.1|,cyclohexanone monooxygenase [Dehalococcoidia bacterium],PCJ72272,1.002,0.443
gb|MXV79462.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MXV79462,0.98,0.426
ref|XP_002377626.1|,"dimethylaniline monooxygenase, putative [Aspergillus flavus NRRL3357]",XP_002377626,0.976,0.437
gb|MQG56186.1|,NAD(P)/FAD-dependent oxidoreductase [SAR202 cluster bacterium],MQG56186,1.009,0.448
gb|MXY72797.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MXY72797,0.987,0.461
gb|MYA02310.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYA02310,0.98,0.424
ref|XP_013287569.1|,hypothetical protein Z517_03007 [Fonsecaea pedrosoi CBS 271.37],XP_013287569,0.978,0.465
gb|RVX68284.1|,hypothetical protein B0A52_07287 [Exophiala mesophila],RVX68284,0.974,0.456
gb|KAE8311269.1|,hypothetical protein BDV41DRAFT_347941 [Aspergillus transmontanensis],KAE8311269,0.976,0.435
gb|KAF2485532.1|,hypothetical protein BDY17DRAFT_322366 [Neohortaea acidophila],KAF2485532,0.989,0.476
gb|ATY60696.1|,NAD(P)-binding domain [Cordyceps militaris],ATY60696,0.965,0.441
ref|XP_031939519.1|,uncharacterized protein BDV37DRAFT_295592 [Aspergillus pseudonomius],XP_031939519,0.974,0.441
gb|MYH68111.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MYH68111,0.987,0.446
gb|KAB2571468.1|,"Cyclohexanone 1,2-monooxygenase [Lasiodiplodia theobromae]",KAB2571468,0.956,0.491
gb|MXZ89203.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MXZ89203,0.987,0.448
gb|OOO06808.1|,cyclohexanone monooxygenase [Aspergillus oryzae],OOO06808,0.976,0.434
gb|KAB8253387.1|,hypothetical protein BDV35DRAFT_5124 [Aspergillus flavus],KAB8253387,0.976,0.434
gb|KAF2021451.1|,"cyclohexanone monooxygenase, variant 1 [Aaosphaeria arxii CBS 175.79]",KAF2021451,0.982,0.448
gb|MQG29147.1|,NAD(P)/FAD-dependent oxidoreductase [SAR202 cluster bacterium],MQG29147,0.994,0.441
ref|XP_026616477.1|,hypothetical protein CDV56_108675 [Aspergillus thermomutatus],XP_026616477,1.002,0.45
gb|KAE8143898.1|,hypothetical protein BDV38DRAFT_289700 [Aspergillus pseudotamarii],KAE8143898,0.976,0.439
gb|MQG12755.1|,NAD(P)/FAD-dependent oxidoreductase [SAR202 cluster bacterium],MQG12755,0.994,0.443
gb|OPB36322.1|,cyclohexanone monooxygenase [Trichoderma guizhouense],OPB36322,0.972,0.467
gb|RAQ51337.1|,dimethylaniline monooxygenase [Aspergillus flavus],RAQ51337,0.976,0.434
gb|MQG61819.1|,NAD(P)/FAD-dependent oxidoreductase [SAR202 cluster bacterium],MQG61819,0.994,0.443
ref|XP_006668010.1|,NAD(P)-binding domain [Cordyceps militaris CM01],XP_006668010,0.965,0.439
gb|PGH30695.1|,hypothetical protein GX50_06559 [Emmonsia crescens],PGH30695,1.063,0.487
gb|MQG71210.1|,NAD(P)/FAD-dependent oxidoreductase [SAR202 cluster bacterium],MQG71210,0.994,0.443
gb|KAF3071394.1|,hypothetical protein CFAM422_006443 [Trichoderma lentiforme],KAF3071394,0.972,0.465
gb|KAF2121245.1|,putative cyclohexanone monooxygenase [Lophiotrema nucula],KAF2121245,0.987,0.454
ref|XP_025469919.1|,cyclohexanone monooxygenase [Aspergillus sclerotioniger CBS 115572],XP_025469919,0.985,0.461
gb|KND93034.1|,"Cyclohexanone 1,2-monooxygenase [Tolypocladium ophioglossoides CBS 100239]",KND93034,0.987,0.446
gb|KXT04709.1|,hypothetical protein AC578_2075 [Pseudocercospora eumusae],KXT04709,0.983,0.472
ref|XP_024775806.1|,hypothetical protein M431DRAFT_481576 [Trichoderma harzianum CBS 226.95],XP_024775806,0.972,0.463
gb|OAA37261.1|,cyclohexanone monooxygenase [Beauveria brongniartii RCEF 3172],OAA37261,0.97,0.441
ref|WP_104176462.1|,NAD(P)/FAD-dependent oxidoreductase [Cryobacterium sp. Y50],WP_104176462,0.948,0.439
gb|MXY35403.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MXY35403,0.987,0.452
gb|KJJ29322.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus flavus AF70]",KJJ29322,0.976,0.432
gb|RVX71098.1|,hypothetical protein B0A52_03464 [Exophiala mesophila],RVX71098,0.996,0.467
gb|MXX17988.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MXX17988,0.987,0.446
gb|KAF2415676.1|,"cyclohexanone monooxygenase, variant 1 [Tothia fuscella]",KAF2415676,0.993,0.435
gb|KAF2137113.1|,hypothetical protein K452DRAFT_236407 [Aplosporella prunicola CBS 121167],KAF2137113,0.983,0.459
gb|PKK44308.1|,hypothetical protein CI102_10888 [Trichoderma harzianum],PKK44308,0.972,0.463
gb|MYD29045.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MYD29045,0.987,0.446
ref|WP_056401882.1|,NAD(P)/FAD-dependent oxidoreductase [Aeromicrobium sp. Root236],WP_056401882,0.946,0.435
gb|KAF2432171.1|,cyclohexanone monooxygenase [Tothia fuscella],KAF2432171,0.952,0.443
gb|MSW20597.1|,NAD(P)-binding protein [Actinobacteria bacterium],MSW20597,0.983,0.459
ref|WP_104133890.1|,NAD(P)/FAD-dependent oxidoreductase [Cryobacterium sp. Y62],WP_104133890,0.948,0.437
gb|MPY92193.1|,NAD(P)-binding protein [Acidimicrobiia bacterium],MPY92193,0.987,0.435
ref|WP_079926582.1|,NAD(P)/FAD-dependent oxidoreductase [Mycobacterium sp. AT1],WP_079926582,0.939,0.435
ref|WP_149371415.1|,NAD(P)-binding domain-containing protein [Mycolicibacterium sp. P9-64],WP_149371415,0.943,0.437
gb|PYI05092.1|,"cyclohexanone monooxygenase, partial [Aspergillus sclerotiicarbonarius CBS 121057]",PYI05092,0.985,0.463
gb|KAE8414383.1|,hypothetical protein BDV36DRAFT_286179 [Aspergillus pseudocaelatus],KAE8414383,0.976,0.434
gb|RSL75045.1|,hypothetical protein CEP51_011227 [Fusarium floridanum],RSL75045,0.937,0.445
ref|WP_007260850.1|,NAD(P)/FAD-dependent oxidoreductase [Natronolimnobius innermongolicus],WP_007260850,0.987,0.448
ref|WP_142550787.1|,NAD(P)-binding domain-containing protein [Mycolicibacterium hodleri],WP_142550787,0.961,0.435
ref|XP_025570635.1|,cyclohexanone monooxygenase [Aspergillus ibericus CBS 121593],XP_025570635,0.985,0.459
gb|KJJ32229.1|,putative cyclohexanone monooxygenase [Aspergillus flavus AF70],KJJ32229,1.009,0.463
ref|XP_022469048.1|,hypothetical protein CORC01_12829 [Colletotrichum orchidophilum],XP_022469048,1.033,0.456
gb|KAB8248472.1|,hypothetical protein BDV35DRAFT_162216 [Aspergillus flavus],KAB8248472,1.009,0.461
gb|RAQ40692.1|,cyclohexanone monooxygenase [Aspergillus flavus],RAQ40692,1.009,0.461
gb|OOO07150.1|,flavin-containing monooxygenase FMO [Aspergillus oryzae],OOO07150,1.009,0.461
gb|MTB07601.1|,NAD(P)-binding protein [Actinobacteria bacterium],MTB07601,0.983,0.458
gb|KAE8329221.1|,hypothetical protein BDV39DRAFT_172053 [Aspergillus sergii],KAE8329221,0.985,0.456
gb|KMK62040.1|,cyclohexanone monooxygenase [Aspergillus fumigatus Z5],KMK62040,0.974,0.439
ref|WP_019875767.1|,NAD(P)/FAD-dependent oxidoreductase [Sporichthya polymorpha],WP_019875767,0.976,0.445
ref|WP_089809973.1|,NAD(P)/FAD-dependent oxidoreductase [Halogeometricum rufum],WP_089809973,0.998,0.45
gb|OXN04855.1|,hypothetical protein CDV58_06862 [Aspergillus fumigatus],OXN04855,0.974,0.439
ref|WP_149448508.1|,NAD(P)-binding domain-containing protein [Mycolicibacterium sp. P9-22],WP_149448508,0.97,0.448
gb|KEY77257.1|,cyclohexanone monooxygenase [Aspergillus fumigatus var. RP-2014],KEY77257,0.974,0.441
ref|XP_031921908.1|,uncharacterized protein BDV27DRAFT_169142 [Aspergillus caelatus],XP_031921908,0.976,0.432
gb|OJJ08291.1|,hypothetical protein ASPVEDRAFT_143691 [Aspergillus versicolor CBS 583.65],OJJ08291,0.969,0.441
ref|XP_002378022.1|,"cyclohexanone monooxygenase, putative [Aspergillus flavus NRRL3357]",XP_002378022,1.009,0.459
ref|XP_016239635.1|,hypothetical protein PV08_03714 [Exophiala spinifera],XP_016239635,0.996,0.456
